Kısım,Sınıf,Sınıf açıklama,Yıl,Girişim sayısı,CR4,CR8,HHI 
"J - Bilgi ve iletişim
     Information and communication",5813,Gazetelerin yayımlanması,2014,1265,51.62883979,68.05566386,0.093631749
"J - Bilgi ve iletişim
     Information and communication",5813,Gazetelerin yayımlanması,2015,1435,45.30035668,62.11775678,0.068149321
"J - Bilgi ve iletişim
     Information and communication",5814,Dergi ve süreli yayınların yayımlanması,2009,191,64.80318814,79.93032432,0.132944212
"J - Bilgi ve iletişim
     Information and communication",5814,Dergi ve süreli yayınların yayımlanması,2010,177,52.67715653,77.35985389,0.092119908
"J - Bilgi ve iletişim
     Information and communication",5814,Dergi ve süreli yayınların yayımlanması,2011,244,53.19481305,73.57184329,0.087337968
"J - Bilgi ve iletişim
     Information and communication",5814,Dergi ve süreli yayınların yayımlanması,2012,325,52.77848254,71.45852461,0.104059081
"J - Bilgi ve iletişim
     Information and communication",5814,Dergi ve süreli yayınların yayımlanması,2013,533,39.21365365,50.41865882,0.065327212
"J - Bilgi ve iletişim
     Information and communication",5814,Dergi ve süreli yayınların yayımlanması,2014,614,38.58702079,50.13115638,0.053578764
"J - Bilgi ve iletişim
     Information and communication",5814,Dergi ve süreli yayınların yayımlanması,2015,758,32.08317144,41.41599438,0.041696808
"J - Bilgi ve iletişim
     Information and communication",5819,Diğer yayıncılık faaliyetleri,2009,40,29.75458396,48.40859932,0.037918978
"J - Bilgi ve iletişim
     Information and communication",5819,Diğer yayıncılık faaliyetleri,2010,40,72.57613924,79.25065462,0.217894522
"J - Bilgi ve iletişim
     Information and communication",5819,Diğer yayıncılık faaliyetleri,2011,37,66.72668798,85.69531315,0.136339196
"J - Bilgi ve iletişim
     Information and communication",5819,Diğer yayıncılık faaliyetleri,2012,45,64.87398216,82.16016935,0.140126125
"J - Bilgi ve iletişim
     Information and communication",5819,Diğer yayıncılık faaliyetleri,2013,141,25.08988982,41.35219538,0.032129118
"J - Bilgi ve iletişim
     Information and communication",5819,Diğer yayıncılık faaliyetleri,2014,291,19.96563655,33.75982949,0.021481399
"J - Bilgi ve iletişim
     Information and communication",5819,Diğer yayıncılık faaliyetleri,2015,356,14.79917649,28.53001564,0.021164476
"J - Bilgi ve iletişim
     Information and communication",5821,Bilgisayar oyunlarının yayımlanması,2009,3,100,100,0.493528055
"J - Bilgi ve iletişim
     Information and communication",5821,Bilgisayar oyunlarının yayımlanması,2010,2,100,100,0.947406866
"J - Bilgi ve iletişim
     Information and communication",5821,Bilgisayar oyunlarının yayımlanması,2011,2,100,100,0.977426938
"J - Bilgi ve iletişim
     Information and communication",5821,Bilgisayar oyunlarının yayımlanması,2012,6,96.62129184,100,0.371907683
"J - Bilgi ve iletişim
     Information and communication",5821,Bilgisayar oyunlarının yayımlanması,2013,11,98.77110805,99.91997245,0.468090338
"J - Bilgi ve iletişim
     Information and communication",5821,Bilgisayar oyunlarının yayımlanması,2014,24,96.14885802,98.52712182,0.463378899
"J - Bilgi ve iletişim
     Information and communication",5821,Bilgisayar oyunlarının yayımlanması,2015,46,97.57716772,98.62743679,0.328368104
"J - Bilgi ve iletişim
     Information and communication",5829,Diğer yazılım programlarının yayımlanması,2009,25,76.48096884,90.81970103,0.281402014
"J - Bilgi ve iletişim
     Information and communication",5829,Diğer yazılım programlarının yayımlanması,2010,24,90.59162433,96.0593497,0.479864881
"J - Bilgi ve iletişim
     Information and communication",5829,Diğer yazılım programlarının yayımlanması,2011,21,89.56697106,97.73438509,0.361156514
"J - Bilgi ve iletişim
     Information and communication",5829,Diğer yazılım programlarının yayımlanması,2012,23,92.52738962,97.73377476,0.360183018
"J - Bilgi ve iletişim
     Information and communication",5829,Diğer yazılım programlarının yayımlanması,2013,41,93.8408604,98.16118138,0.375231793
"J - Bilgi ve iletişim
     Information and communication",5829,Diğer yazılım programlarının yayımlanması,2014,56,90.69310964,97.24333518,0.344160072
"J - Bilgi ve iletişim
     Information and communication",5829,Diğer yazılım programlarının yayımlanması,2015,68,97.0629817,98.48359526,0.435636276
"J - Bilgi ve iletişim
     Information and communication",5911,Sinema filmi. video ve televizyon programları yapım faaliyetleri,2009,703,18.29677687,28.02361379,0.016882396
"J - Bilgi ve iletişim
     Information and communication",5911,Sinema filmi. video ve televizyon programları yapım faaliyetleri,2010,731,19.56779683,31.65568992,0.018036622
"J - Bilgi ve iletişim
     Information and communication",5911,Sinema filmi. video ve televizyon programları yapım faaliyetleri,2011,821,20.97492531,35.64818116,0.022324679
"J - Bilgi ve iletişim
     Information and communication",5911,Sinema filmi. video ve televizyon programları yapım faaliyetleri,2012,879,22.39995449,35.71760631,0.022859905
"J - Bilgi ve iletişim
     Information and communication",5911,Sinema filmi. video ve televizyon programları yapım faaliyetleri,2013,1124,20.55269714,30.71454209,0.018944876
"J - Bilgi ve iletişim
     Information and communication",5911,Sinema filmi. video ve televizyon programları yapım faaliyetleri,2014,1629,25.26099524,35.01195565,0.024597459
"J - Bilgi ve iletişim
     Information and communication",5911,Sinema filmi. video ve televizyon programları yapım faaliyetleri,2015,1996,17.47252088,25.97053818,0.014324602
"J - Bilgi ve iletişim
     Information and communication",5912,Sinema filmi. video ve televizyon programları çekim sonrası faaliyetleri,2009,112,42.77366398,56.65953494,0.070660056
"J - Bilgi ve iletişim
     Information and communication",5912,Sinema filmi. video ve televizyon programları çekim sonrası faaliyetleri,2010,95,55.9445297,67.77311345,0.123693204
"J - Bilgi ve iletişim
     Information and communication",5912,Sinema filmi. video ve televizyon programları çekim sonrası faaliyetleri,2011,107,55.87771576,68.41115549,0.093961723
"J - Bilgi ve iletişim
     Information and communication",5912,Sinema filmi. video ve televizyon programları çekim sonrası faaliyetleri,2012,119,27.781019,42.71855562,0.03560418
"J - Bilgi ve iletişim
     Information and communication",5912,Sinema filmi. video ve televizyon programları çekim sonrası faaliyetleri,2013,164,48.4668183,67.61512005,0.07369408
"J - Bilgi ve iletişim
     Information and communication",5912,Sinema filmi. video ve televizyon programları çekim sonrası faaliyetleri,2014,234,33.90603976,44.52196572,0.040233001
"J - Bilgi ve iletişim
     Information and communication",5912,Sinema filmi. video ve televizyon programları çekim sonrası faaliyetleri,2015,285,25.05907336,38.49076045,0.032119434
"J - Bilgi ve iletişim
     Information and communication",5913,Sinema filmi. video ve televizyon programları dağıtım faaliyetleri,2009,50,21.79181635,40.72575428,0.051692091
"J - Bilgi ve iletişim
     Information and communication",5913,Sinema filmi. video ve televizyon programları dağıtım faaliyetleri,2010,49,21.48608138,41.68327285,0.046527298
"J - Bilgi ve iletişim
     Information and communication",5913,Sinema filmi. video ve televizyon programları dağıtım faaliyetleri,2011,48,67.28433331,83.12517732,0.203529562
"J - Bilgi ve iletişim
     Information and communication",5913,Sinema filmi. video ve televizyon programları dağıtım faaliyetleri,2012,48,71.23220309,85.39792958,0.231699857
"J - Bilgi ve iletişim
     Information and communication",5913,Sinema filmi. video ve televizyon programları dağıtım faaliyetleri,2013,57,73.92870679,83.96760184,0.200348867
"J - Bilgi ve iletişim
     Information and communication",5913,Sinema filmi. video ve televizyon programları dağıtım faaliyetleri,2014,97,60.68752302,71.6661692,0.134066741
"J - Bilgi ve iletişim
     Information and communication",5913,Sinema filmi. video ve televizyon programları dağıtım faaliyetleri,2015,92,77.73163796,84.95453971,0.280234165
"J - Bilgi ve iletişim
     Information and communication",5914,Sinema filmi gösterim faaliyetleri,2009,283,58.71400983,67.43265194,0.146641374
"J - Bilgi ve iletişim
     Information and communication",5914,Sinema filmi gösterim faaliyetleri,2010,197,66.95394656,77.9695758,0.182018673
"J - Bilgi ve iletişim
     Information and communication",5914,Sinema filmi gösterim faaliyetleri,2011,225,69.7681631,79.57844773,0.180130563
"J - Bilgi ve iletişim
     Information and communication",5914,Sinema filmi gösterim faaliyetleri,2012,247,66.51961815,75.00489947,0.162820652
"J - Bilgi ve iletişim
     Information and communication",5914,Sinema filmi gösterim faaliyetleri,2013,300,63.66973479,73.4953017,0.181514392
"J - Bilgi ve iletişim
     Information and communication",5914,Sinema filmi gösterim faaliyetleri,2014,270,66.08327997,73.8860034,0.30127164
"J - Bilgi ve iletişim
     Information and communication",5914,Sinema filmi gösterim faaliyetleri,2015,267,76.56916759,83.28865809,0.408402599
"J - Bilgi ve iletişim
     Information and communication",5920,Ses kaydı ve müzik yayıncılığı faaliyetleri,2009,251,7.952052455,10.92319791,0.006941069
"J - Bilgi ve iletişim
     Information and communication",5920,Ses kaydı ve müzik yayıncılığı faaliyetleri,2010,252,25.75688695,38.49026231,0.026969228
"J - Bilgi ve iletişim
     Information and communication",5920,Ses kaydı ve müzik yayıncılığı faaliyetleri,2011,286,38.49670033,52.24093924,0.047787777
"J - Bilgi ve iletişim
     Information and communication",5920,Ses kaydı ve müzik yayıncılığı faaliyetleri,2012,285,34.43360604,43.56385156,0.041484178
"J - Bilgi ve iletişim
     Information and communication",5920,Ses kaydı ve müzik yayıncılığı faaliyetleri,2013,330,67.89233896,73.94427576,0.294709294
"J - Bilgi ve iletişim
     Information and communication",5920,Ses kaydı ve müzik yayıncılığı faaliyetleri,2014,568,16.14778961,29.97021828,0.01885482
"J - Bilgi ve iletişim
     Information and communication",5920,Ses kaydı ve müzik yayıncılığı faaliyetleri,2015,581,29.30692536,42.37693823,0.034474644
"J - Bilgi ve iletişim
     Information and communication",6110,Kablolu telekomünikasyon faaliyetleri,2009,301,99.58076008,99.72389373,0.918385301
"J - Bilgi ve iletişim
     Information and communication",6110,Kablolu telekomünikasyon faaliyetleri,2010,309,96.24854511,97.83078084,0.825804084
"J - Bilgi ve iletişim
     Information and communication",6110,Kablolu telekomünikasyon faaliyetleri,2011,388,94.75510743,96.55563944,0.771833446
"J - Bilgi ve iletişim
     Information and communication",6110,Kablolu telekomünikasyon faaliyetleri,2012,473,95.03658205,96.8976846,0.732469608
"J - Bilgi ve iletişim
     Information and communication",6110,Kablolu telekomünikasyon faaliyetleri,2013,605,95.19211939,96.73483719,0.690501794
"J - Bilgi ve iletişim
     Information and communication",6110,Kablolu telekomünikasyon faaliyetleri,2014,924,92.60687,94.11636415,0.612819801
"J - Bilgi ve iletişim
     Information and communication",6110,Kablolu telekomünikasyon faaliyetleri,2015,866,87.61021146,90.46501711,0.480109625
"J - Bilgi ve iletişim
     Information and communication",6120,Kablosuz telekomünikasyon faaliyetleri,2009,15,93.58645087,97.5873701,0.616891959
"J - Bilgi ve iletişim
     Information and communication",6120,Kablosuz telekomünikasyon faaliyetleri,2010,69,50.42862999,53.74201033,0.17781775
"J - Bilgi ve iletişim
     Information and communication",6120,Kablosuz telekomünikasyon faaliyetleri,2011,12,97.43053186,99.37617081,0.882152941
"J - Bilgi ve iletişim
     Information and communication",6120,Kablosuz telekomünikasyon faaliyetleri,2012,407,97.45008437,98.09129248,0.379019882
"J - Bilgi ve iletişim
     Information and communication",6120,Kablosuz telekomünikasyon faaliyetleri,2013,783,93.89196933,95.13939529,0.334929858
"J - Bilgi ve iletişim
     Information and communication",6120,Kablosuz telekomünikasyon faaliyetleri,2014,1026,92.79456027,96.30781575,0.315620856
"J - Bilgi ve iletişim
     Information and communication",6120,Kablosuz telekomünikasyon faaliyetleri,2015,692,93.13410127,96.69626178,0.307308216
"J - Bilgi ve iletişim
     Information and communication",6130,Uydu üzerinden telekomünikasyon faaliyetleri,2009,51,96.31357817,99.14160706,0.370157228
"J - Bilgi ve iletişim
     Information and communication",6130,Uydu üzerinden telekomünikasyon faaliyetleri,2010,57,90.31714475,98.82994632,0.277618748
"J - Bilgi ve iletişim
     Information and communication",6130,Uydu üzerinden telekomünikasyon faaliyetleri,2011,58,88.70709433,98.01183693,0.254481288
"J - Bilgi ve iletişim
     Information and communication",6130,Uydu üzerinden telekomünikasyon faaliyetleri,2012,94,95.58291419,97.81149475,0.398137293
"J - Bilgi ve iletişim
     Information and communication",6130,Uydu üzerinden telekomünikasyon faaliyetleri,2013,207,96.94461138,98.13741149,0.422215291
"J - Bilgi ve iletişim
     Information and communication",6130,Uydu üzerinden telekomünikasyon faaliyetleri,2014,211,97.31029517,98.14281034,0.43359721
"J - Bilgi ve iletişim
     Information and communication",6130,Uydu üzerinden telekomünikasyon faaliyetleri,2015,262,92.21232097,97.32376673,0.374740778
"J - Bilgi ve iletişim
     Information and communication",6190,Diğer telekomünikasyon faaliyetleri,2009,18333,40.54998472,44.09427083,0.096644055
"J - Bilgi ve iletişim
     Information and communication",6190,Diğer telekomünikasyon faaliyetleri,2010,19782,53.5988842,59.38691193,0.120203098
"J - Bilgi ve iletişim
     Information and communication",6190,Diğer telekomünikasyon faaliyetleri,2011,20003,46.64331999,51.80300982,0.08116589
"J - Bilgi ve iletişim
     Information and communication",6190,Diğer telekomünikasyon faaliyetleri,2012,18799,22.80707993,29.73180935,0.018849235
"J - Bilgi ve iletişim
     Information and communication",6190,Diğer telekomünikasyon faaliyetleri,2013,16570,38.00138848,45.19654989,0.050827131
"J - Bilgi ve iletişim
     Information and communication",6190,Diğer telekomünikasyon faaliyetleri,2014,12309,61.06856153,71.08824821,0.134290429
"J - Bilgi ve iletişim
     Information and communication",6190,Diğer telekomünikasyon faaliyetleri,2015,10521,40.72188396,44.99704043,0.106214198
"J - Bilgi ve iletişim
     Information and communication",6201,Bilgisayar programlama faaliyetleri,2009,1959,26.37501042,33.96075592,0.026792787
"J - Bilgi ve iletişim
     Information and communication",6201,Bilgisayar programlama faaliyetleri,2010,1839,23.72084877,32.50062826,0.020164097
"J - Bilgi ve iletişim
     Information and communication",6201,Bilgisayar programlama faaliyetleri,2011,2326,22.85121477,30.44922232,0.019896662
"J - Bilgi ve iletişim
     Information and communication",6201,Bilgisayar programlama faaliyetleri,2012,2913,21.2556579,29.32745296,0.017843717
"J - Bilgi ve iletişim
     Information and communication",6201,Bilgisayar programlama faaliyetleri,2013,4199,21.08881294,28.83581759,0.018734507
"J - Bilgi ve iletişim
     Information and communication",6201,Bilgisayar programlama faaliyetleri,2014,6604,19.25439751,26.9923197,0.013398864
"J - Bilgi ve iletişim
     Information and communication",6201,Bilgisayar programlama faaliyetleri,2015,5926,16.99894863,23.07901609,0.010870819
"J - Bilgi ve iletişim
     Information and communication",6202,Bilgisayar danışmanlık faaliyetleri,2009,1697,35.13637271,49.42354644,0.041972232
"J - Bilgi ve iletişim
     Information and communication",6202,Bilgisayar danışmanlık faaliyetleri,2010,1996,27.51331351,41.14227781,0.026722036
"J - Bilgi ve iletişim
     Information and communication",6202,Bilgisayar danışmanlık faaliyetleri,2011,2649,24.95021133,37.27479724,0.022049603
"J - Bilgi ve iletişim
     Information and communication",6202,Bilgisayar danışmanlık faaliyetleri,2012,3272,24.9343903,33.25919658,0.019683176
"J - Bilgi ve iletişim
     Information and communication",6202,Bilgisayar danışmanlık faaliyetleri,2013,3817,18.61814802,22.6279955,0.012017614
"J - Bilgi ve iletişim
     Information and communication",6202,Bilgisayar danışmanlık faaliyetleri,2014,3887,26.75413107,32.90227184,0.026218048
"J - Bilgi ve iletişim
     Information and communication",6202,Bilgisayar danışmanlık faaliyetleri,2015,3984,27.30021923,33.31199862,0.032577256
"J - Bilgi ve iletişim
     Information and communication",6203,Bilgisayar tesisleri yönetim faaliyetleri,2009,17,85.83821921,97.53357198,0.26568959
"J - Bilgi ve iletişim
     Information and communication",6203,Bilgisayar tesisleri yönetim faaliyetleri,2010,13,84.74074444,97.70171359,0.243493986
"J - Bilgi ve iletişim
     Information and communication",6203,Bilgisayar tesisleri yönetim faaliyetleri,2011,13,84.5745744,98.6512813,0.198710155
"J - Bilgi ve iletişim
     Information and communication",6203,Bilgisayar tesisleri yönetim faaliyetleri,2012,14,84.96496731,99.10598284,0.212014796
"J - Bilgi ve iletişim
     Information and communication",6203,Bilgisayar tesisleri yönetim faaliyetleri,2013,21,79.36917305,97.27704417,0.226056156
"J - Bilgi ve iletişim
     Information and communication",6203,Bilgisayar tesisleri yönetim faaliyetleri,2014,25,89.16644802,96.07933819,0.507379345
"J - Bilgi ve iletişim
     Information and communication",6203,Bilgisayar tesisleri yönetim faaliyetleri,2015,24,92.70295005,97.76563793,0.479451067
"J - Bilgi ve iletişim
     Information and communication",6209,Diğer bilgi teknolojisi ve bilgisayar hizmet faaliyetleri,2009,281,76.88345988,86.63058382,0.390328309
"J - Bilgi ve iletişim
     Information and communication",6209,Diğer bilgi teknolojisi ve bilgisayar hizmet faaliyetleri,2010,328,75.1062973,81.69116494,0.386822134
"J - Bilgi ve iletişim
     Information and communication",6209,Diğer bilgi teknolojisi ve bilgisayar hizmet faaliyetleri,2011,288,34.28874401,41.04043794,0.039779316
"J - Bilgi ve iletişim
     Information and communication",6209,Diğer bilgi teknolojisi ve bilgisayar hizmet faaliyetleri,2012,286,52.45245739,65.68413767,0.094948359
"J - Bilgi ve iletişim
     Information and communication",6209,Diğer bilgi teknolojisi ve bilgisayar hizmet faaliyetleri,2013,588,50.46285641,57.66398184,0.11075643
"J - Bilgi ve iletişim
     Information and communication",6209,Diğer bilgi teknolojisi ve bilgisayar hizmet faaliyetleri,2014,1046,41.05552564,48.95517343,0.059267032
"J - Bilgi ve iletişim
     Information and communication",6209,Diğer bilgi teknolojisi ve bilgisayar hizmet faaliyetleri,2015,1256,34.04136969,45.39423181,0.042138501
"J - Bilgi ve iletişim
     Information and communication",6311,Veri işleme. barındırma ve ilgili faaliyetler,2009,326,35.96874182,48.73350176,0.04487617
"J - Bilgi ve iletişim
     Information and communication",6311,Veri işleme. barındırma ve ilgili faaliyetler,2010,257,34.71490789,49.52275489,0.059074425
"J - Bilgi ve iletişim
     Information and communication",6311,Veri işleme. barındırma ve ilgili faaliyetler,2011,240,30.37968031,41.36856906,0.045827245
"J - Bilgi ve iletişim
     Information and communication",6311,Veri işleme. barındırma ve ilgili faaliyetler,2012,202,34.21291411,45.17793428,0.047526997
"J - Bilgi ve iletişim
     Information and communication",6311,Veri işleme. barındırma ve ilgili faaliyetler,2013,369,46.21845059,61.35694789,0.066013884
"J - Bilgi ve iletişim
     Information and communication",6311,Veri işleme. barındırma ve ilgili faaliyetler,2014,280,47.30178846,57.37736329,0.072516233
"J - Bilgi ve iletişim
     Information and communication",6311,Veri işleme. barındırma ve ilgili faaliyetler,2015,277,38.12002383,53.00002038,0.055703173
"J - Bilgi ve iletişim
     Information and communication",6312,Web portalları,2009,15,98.16938363,99.66285712,0.403395499
"J - Bilgi ve iletişim
     Information and communication",6312,Web portalları,2010,21,60.92754137,87.17159537,0.120767899
"J - Bilgi ve iletişim
     Information and communication",6312,Web portalları,2011,25,61.81238685,85.5506601,0.116791707
"J - Bilgi ve iletişim
     Information and communication",6312,Web portalları,2012,26,63.93762656,86.46688811,0.127155335
"J - Bilgi ve iletişim
     Information and communication",6312,Web portalları,2013,174,57.9399588,80.06954113,0.104742749
"J - Bilgi ve iletişim
     Information and communication",6312,Web portalları,2014,399,55.19976641,70.98640015,0.088178447
"J - Bilgi ve iletişim
     Information and communication",6312,Web portalları,2015,400,54.044454,72.50305803,0.086855368
"J - Bilgi ve iletişim
     Information and communication",6391,Haber ajanslarının faaliyetleri,2009,157,83.81640129,92.44533712,0.28717678
"J - Bilgi ve iletişim
     Information and communication",6391,Haber ajanslarının faaliyetleri,2010,144,74.99595103,87.2269583,0.213746531
"J - Bilgi ve iletişim
     Information and communication",6391,Haber ajanslarının faaliyetleri,2011,148,74.4664588,83.89003478,0.222688492
"J - Bilgi ve iletişim
     Information and communication",6391,Haber ajanslarının faaliyetleri,2012,139,77.1564297,86.93820561,0.279626773
"J - Bilgi ve iletişim
     Information and communication",6391,Haber ajanslarının faaliyetleri,2013,260,77.85124135,88.71761497,0.321732364
"J - Bilgi ve iletişim
     Information and communication",6391,Haber ajanslarının faaliyetleri,2014,285,75.43443647,85.19797103,0.323459586
"J - Bilgi ve iletişim
     Information and communication",6391,Haber ajanslarının faaliyetleri,2015,328,73.10559923,81.12535874,0.226129638
"J - Bilgi ve iletişim
     Information and communication",6399,Başka yerde sınıflandırılmamış diğer bilgi hizmet faaliyetleri,2009,28,68.67892864,79.99622342,0.138140496
"J - Bilgi ve iletişim
     Information and communication",6399,Başka yerde sınıflandırılmamış diğer bilgi hizmet faaliyetleri,2010,21,76.62900511,85.02802305,0.16269808
"J - Bilgi ve iletişim
     Information and communication",6399,Başka yerde sınıflandırılmamış diğer bilgi hizmet faaliyetleri,2011,26,67.05556409,81.95986293,0.226998188
"J - Bilgi ve iletişim
     Information and communication",6399,Başka yerde sınıflandırılmamış diğer bilgi hizmet faaliyetleri,2012,25,71.50706417,89.02503045,0.266342311
"J - Bilgi ve iletişim
     Information and communication",6399,Başka yerde sınıflandırılmamış diğer bilgi hizmet faaliyetleri,2013,53,58.92571509,80.25239094,0.109925249
"J - Bilgi ve iletişim
     Information and communication",6399,Başka yerde sınıflandırılmamış diğer bilgi hizmet faaliyetleri,2014,70,65.24323645,80.33347749,0.150705344
"J - Bilgi ve iletişim
     Information and communication",6399,Başka yerde sınıflandırılmamış diğer bilgi hizmet faaliyetleri,2015,118,36.22083465,49.24228718,0.046801403
"L - Gayrimenkul faaliyetleri
     Real estate activities",6831,Gayrimenkul acenteleri,2009,19799,12.11769466,14.52471132,0.007862924
"L - Gayrimenkul faaliyetleri
     Real estate activities",6831,Gayrimenkul acenteleri,2010,19234,12.19821303,15.96818025,0.006403563
"L - Gayrimenkul faaliyetleri
     Real estate activities",6831,Gayrimenkul acenteleri,2011,22582,11.45370692,15.23212874,0.00653575
"L - Gayrimenkul faaliyetleri
     Real estate activities",6831,Gayrimenkul acenteleri,2012,24007,11.21523697,15.60222252,0.005941617
"L - Gayrimenkul faaliyetleri
     Real estate activities",6831,Gayrimenkul acenteleri,2013,24069,12.15075213,17.45512306,0.006347522
"L - Gayrimenkul faaliyetleri
     Real estate activities",6831,Gayrimenkul acenteleri,2014,24677,14.52986503,19.75492832,0.008762802
"L - Gayrimenkul faaliyetleri
     Real estate activities",6831,Gayrimenkul acenteleri,2015,25313,18.18502469,22.76429101,0.015770178
"L - Gayrimenkul faaliyetleri
     Real estate activities",6832,Bir ücret veya sözleşme temeline dayalı olarak gayrimenkulun yönetilmesi,2009,318,46.54018396,56.60441289,0.08407819
"L - Gayrimenkul faaliyetleri
     Real estate activities",6832,Bir ücret veya sözleşme temeline dayalı olarak gayrimenkulun yönetilmesi,2010,395,22.2410577,34.10531456,0.021954643
"L - Gayrimenkul faaliyetleri
     Real estate activities",6832,Bir ücret veya sözleşme temeline dayalı olarak gayrimenkulun yönetilmesi,2011,454,23.6069468,35.76199632,0.023958001
"L - Gayrimenkul faaliyetleri
     Real estate activities",6832,Bir ücret veya sözleşme temeline dayalı olarak gayrimenkulun yönetilmesi,2012,604,24.348761,37.53626435,0.026435844
"L - Gayrimenkul faaliyetleri
     Real estate activities",6832,Bir ücret veya sözleşme temeline dayalı olarak gayrimenkulun yönetilmesi,2013,618,24.72608946,37.45762496,0.02603573
"L - Gayrimenkul faaliyetleri
     Real estate activities",6832,Bir ücret veya sözleşme temeline dayalı olarak gayrimenkulun yönetilmesi,2014,811,20.91186951,32.71063838,0.020915211
"L - Gayrimenkul faaliyetleri
     Real estate activities",6832,Bir ücret veya sözleşme temeline dayalı olarak gayrimenkulun yönetilmesi,2015,740,16.8986995,28.425636,0.016025181
M - Mesleki. bilimsel ve teknik faaliyetler,6910,Hukuk faaliyetleri,2009,37978,2.041938864,3.424956331,0.000356057
M - Mesleki. bilimsel ve teknik faaliyetler,6910,Hukuk faaliyetleri,2010,38458,2.641464025,4.342317345,0.000630323
M - Mesleki. bilimsel ve teknik faaliyetler,6910,Hukuk faaliyetleri,2011,42854,3.325573894,5.116318286,0.00075433
M - Mesleki. bilimsel ve teknik faaliyetler,6910,Hukuk faaliyetleri,2012,45203,3.445674019,4.941948429,0.000656223
M - Mesleki. bilimsel ve teknik faaliyetler,6910,Hukuk faaliyetleri,2013,46509,3.62019862,5.291554835,0.000689402
M - Mesleki. bilimsel ve teknik faaliyetler,6910,Hukuk faaliyetleri,2014,47127,2.876368576,4.574720853,0.000570771
M - Mesleki. bilimsel ve teknik faaliyetler,6910,Hukuk faaliyetleri,2015,49327,3.130152602,5.069184609,0.000678232
M - Mesleki. bilimsel ve teknik faaliyetler,6920,"Muhasebe. defter tutma ve denetim faaliyetleri, vergi danışmanlığı",2009,39007,6.05786637,9.053935031,0.001346346
M - Mesleki. bilimsel ve teknik faaliyetler,6920,"Muhasebe. defter tutma ve denetim faaliyetleri, vergi danışmanlığı",2010,37417,5.47489713,8.072127466,0.001145337
M - Mesleki. bilimsel ve teknik faaliyetler,6920,"Muhasebe. defter tutma ve denetim faaliyetleri, vergi danışmanlığı",2011,41028,5.35480193,7.843690361,0.001037464
M - Mesleki. bilimsel ve teknik faaliyetler,6920,"Muhasebe. defter tutma ve denetim faaliyetleri, vergi danışmanlığı",2012,41521,5.576251452,8.239361096,0.001171141
M - Mesleki. bilimsel ve teknik faaliyetler,6920,"Muhasebe. defter tutma ve denetim faaliyetleri, vergi danışmanlığı",2013,42746,5.387585314,8.102172553,0.001136531
M - Mesleki. bilimsel ve teknik faaliyetler,6920,"Muhasebe. defter tutma ve denetim faaliyetleri, vergi danışmanlığı",2014,43324,5.767718797,9.398468069,0.001453909
M - Mesleki. bilimsel ve teknik faaliyetler,6920,"Muhasebe. defter tutma ve denetim faaliyetleri, vergi danışmanlığı",2015,42984,6.259189534,9.759190792,0.001483041
M - Mesleki. bilimsel ve teknik faaliyetler,7010,İdare merkezi faaliyetleri,2009,324,28.19940648,47.03300381,0.035257249
M - Mesleki. bilimsel ve teknik faaliyetler,7010,İdare merkezi faaliyetleri,2010,278,44.17638361,59.04972825,0.059624208
M - Mesleki. bilimsel ve teknik faaliyetler,7010,İdare merkezi faaliyetleri,2011,256,29.56122821,47.72618297,0.037986787
M - Mesleki. bilimsel ve teknik faaliyetler,7010,İdare merkezi faaliyetleri,2012,276,34.5562035,47.29480939,0.045102883
M - Mesleki. bilimsel ve teknik faaliyetler,7010,İdare merkezi faaliyetleri,2013,411,34.80862416,45.60301772,0.041328942
M - Mesleki. bilimsel ve teknik faaliyetler,7010,İdare merkezi faaliyetleri,2014,532,27.74802688,37.6535658,0.030644156
M - Mesleki. bilimsel ve teknik faaliyetler,7010,İdare merkezi faaliyetleri,2015,583,36.13082439,50.77966474,0.045215514
M - Mesleki. bilimsel ve teknik faaliyetler,7021,Halkla ilişkiler ve iletişim faaliyetleri,2009,428,29.56514848,46.60728183,0.037349605
M - Mesleki. bilimsel ve teknik faaliyetler,7021,Halkla ilişkiler ve iletişim faaliyetleri,2010,302,27.83988001,48.55087024,0.035231693
M - Mesleki. bilimsel ve teknik faaliyetler,7021,Halkla ilişkiler ve iletişim faaliyetleri,2011,353,22.99485954,42.69979719,0.029140557
M - Mesleki. bilimsel ve teknik faaliyetler,7021,Halkla ilişkiler ve iletişim faaliyetleri,2012,371,22.9996134,35.49811196,0.026375345
M - Mesleki. bilimsel ve teknik faaliyetler,7021,Halkla ilişkiler ve iletişim faaliyetleri,2013,431,21.23383188,33.61305269,0.022684661
M - Mesleki. bilimsel ve teknik faaliyetler,7021,Halkla ilişkiler ve iletişim faaliyetleri,2014,513,23.02734626,33.91919235,0.023441897
M - Mesleki. bilimsel ve teknik faaliyetler,7021,Halkla ilişkiler ve iletişim faaliyetleri,2015,584,25.8726611,39.20822388,0.029034186
M - Mesleki. bilimsel ve teknik faaliyetler,7022,İşletme ve diğer idari danışmanlık faaliyetleri,2009,2759,24.84706764,35.3073643,0.020836731
M - Mesleki. bilimsel ve teknik faaliyetler,7022,İşletme ve diğer idari danışmanlık faaliyetleri,2010,2410,25.89883449,35.05309461,0.022982503
M - Mesleki. bilimsel ve teknik faaliyetler,7022,İşletme ve diğer idari danışmanlık faaliyetleri,2011,3022,15.85724762,24.44048976,0.010910069
