Kısım,Sınıf,Sınıf açıklama,Yıl,Girişim sayısı,CR4,CR8,HHI 
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4672,Madenler ve maden cevherlerinin toptan ticareti,2015,3565,24.0003993,32.36661646,0.026136199
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4673,Ağaç. inşaat malzemesi ve sıhhi teçhizat toptan ticareti,2009,26792,6.140403341,8.59045398,0.001698255
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4673,Ağaç. inşaat malzemesi ve sıhhi teçhizat toptan ticareti,2010,23082,8.485956114,11.42334987,0.002723574
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4673,Ağaç. inşaat malzemesi ve sıhhi teçhizat toptan ticareti,2011,24966,6.952353147,9.809249286,0.002092318
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4673,Ağaç. inşaat malzemesi ve sıhhi teçhizat toptan ticareti,2012,26508,5.159961896,6.931143598,0.001296803
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4673,Ağaç. inşaat malzemesi ve sıhhi teçhizat toptan ticareti,2013,25123,5.113982486,7.949422527,0.001525294
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4673,Ağaç. inşaat malzemesi ve sıhhi teçhizat toptan ticareti,2014,23852,4.609967117,8.04110977,0.001482217
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4673,Ağaç. inşaat malzemesi ve sıhhi teçhizat toptan ticareti,2015,25120,5.328621452,8.728062387,0.001591326
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4674,Hırdavat. sıhhi tesisat ve ısıtma tesisatı malzemelerinin toptan ticareti,2009,8992,4.440562405,7.644200361,0.001447345
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4674,Hırdavat. sıhhi tesisat ve ısıtma tesisatı malzemelerinin toptan ticareti,2010,7880,5.846564922,10.0987401,0.002391407
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4674,Hırdavat. sıhhi tesisat ve ısıtma tesisatı malzemelerinin toptan ticareti,2011,8425,7.204668062,12.61546641,0.003498137
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4674,Hırdavat. sıhhi tesisat ve ısıtma tesisatı malzemelerinin toptan ticareti,2012,8687,6.838712473,10.81406422,0.002757747
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4674,Hırdavat. sıhhi tesisat ve ısıtma tesisatı malzemelerinin toptan ticareti,2013,9088,7.249682943,10.61843796,0.003168003
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4674,Hırdavat. sıhhi tesisat ve ısıtma tesisatı malzemelerinin toptan ticareti,2014,8569,5.312815064,9.112083443,0.002218344
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4674,Hırdavat. sıhhi tesisat ve ısıtma tesisatı malzemelerinin toptan ticareti,2015,8869,6.639111162,10.20687718,0.003001241
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4675,Kimyasal ürünlerin toptan ticareti,2009,5564,8.132330269,14.84920835,0.004993349
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4675,Kimyasal ürünlerin toptan ticareti,2010,4429,10.67108238,16.98103054,0.006608694
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4675,Kimyasal ürünlerin toptan ticareti,2011,4413,14.0915417,21.55835263,0.009630335
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4675,Kimyasal ürünlerin toptan ticareti,2012,4715,14.76966877,20.39672518,0.009753395
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4675,Kimyasal ürünlerin toptan ticareti,2013,4549,15.07517339,21.41224546,0.011141816
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4675,Kimyasal ürünlerin toptan ticareti,2014,4982,14.27703814,22.44022117,0.010202082
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4675,Kimyasal ürünlerin toptan ticareti,2015,5012,14.63818049,22.67106659,0.010138386
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4676,Diğer ara ürünlerin toptan ticareti,2009,2883,29.49116112,36.54658547,0.034426088
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4676,Diğer ara ürünlerin toptan ticareti,2010,2985,26.31643042,37.16997373,0.025608675
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4676,Diğer ara ürünlerin toptan ticareti,2011,3170,28.74334184,36.94525439,0.029247559
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4676,Diğer ara ürünlerin toptan ticareti,2012,3430,17.43605002,23.67797126,0.010852154
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4676,Diğer ara ürünlerin toptan ticareti,2013,3844,19.86091498,26.19073564,0.012947093
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4676,Diğer ara ürünlerin toptan ticareti,2014,3535,23.15991466,29.65710411,0.016611866
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4676,Diğer ara ürünlerin toptan ticareti,2015,3896,21.85490869,32.18508648,0.018221225
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4677,Atık ve hurda toptan ticareti,2009,2460,12.17446099,20.21277954,0.007836438
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4677,Atık ve hurda toptan ticareti,2010,2901,12.46161351,20.34787108,0.008248971
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4677,Atık ve hurda toptan ticareti,2011,2860,18.8503212,28.89182483,0.016422744
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4677,Atık ve hurda toptan ticareti,2012,3241,18.96642595,29.28273753,0.016995315
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4677,Atık ve hurda toptan ticareti,2013,4230,15.62922828,25.29301865,0.012401104
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4677,Atık ve hurda toptan ticareti,2014,4982,16.02611418,27.23011451,0.013946732
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4677,Atık ve hurda toptan ticareti,2015,5901,17.85083918,27.16849994,0.014100377
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4690,Belirli bir mala tahsis edilmemiş mağazalardaki toptan ticaret,2009,87,35.52318293,45.41802092,0.048668342
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4690,Belirli bir mala tahsis edilmemiş mağazalardaki toptan ticaret,2010,114,34.58991867,45.04503683,0.041577971
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4690,Belirli bir mala tahsis edilmemiş mağazalardaki toptan ticaret,2011,137,29.23179081,48.57127466,0.040181444
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4690,Belirli bir mala tahsis edilmemiş mağazalardaki toptan ticaret,2012,302,26.15478433,38.78476627,0.028675174
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4690,Belirli bir mala tahsis edilmemiş mağazalardaki toptan ticaret,2013,158,51.16241493,65.18537349,0.115486286
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4690,Belirli bir mala tahsis edilmemiş mağazalardaki toptan ticaret,2014,158,25.91373006,40.26130713,0.03110763
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4690,Belirli bir mala tahsis edilmemiş mağazalardaki toptan ticaret,2015,178,35.73780866,50.80774784,0.051868484
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4711,Belirli bir mala tahsis edilmemiş mağazalarda gıda. içecek veya tütün ağırlıklı perakende ticaret,2009,182304,27.08808878,31.56064993,0.022735702
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4711,Belirli bir mala tahsis edilmemiş mağazalarda gıda. içecek veya tütün ağırlıklı perakende ticaret,2010,151310,27.96650232,32.50492708,0.024380103
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4711,Belirli bir mala tahsis edilmemiş mağazalarda gıda. içecek veya tütün ağırlıklı perakende ticaret,2011,167887,25.98604442,31.09037779,0.021882349
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4711,Belirli bir mala tahsis edilmemiş mağazalarda gıda. içecek veya tütün ağırlıklı perakende ticaret,2012,169907,23.05618901,30.05634041,0.019243394
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4711,Belirli bir mala tahsis edilmemiş mağazalarda gıda. içecek veya tütün ağırlıklı perakende ticaret,2013,168113,23.09051238,30.74297144,0.019509071
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4711,Belirli bir mala tahsis edilmemiş mağazalarda gıda. içecek veya tütün ağırlıklı perakende ticaret,2014,156354,27.30555138,36.33524408,0.026677331
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4711,Belirli bir mala tahsis edilmemiş mağazalarda gıda. içecek veya tütün ağırlıklı perakende ticaret,2015,152306,30.46518985,39.17843842,0.031401703
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4719,Belirli bir mala tahsis edilmemiş mağazalarda yapılan diğer perakende ticaret,2009,399,43.12117699,73.37726015,0.080399944
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4719,Belirli bir mala tahsis edilmemiş mağazalarda yapılan diğer perakende ticaret,2010,202,43.85919231,72.33294397,0.080275991
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4719,Belirli bir mala tahsis edilmemiş mağazalarda yapılan diğer perakende ticaret,2011,418,44.51939638,72.87136065,0.080601438
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4719,Belirli bir mala tahsis edilmemiş mağazalarda yapılan diğer perakende ticaret,2012,328,45.86461421,72.57762947,0.080006435
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4719,Belirli bir mala tahsis edilmemiş mağazalarda yapılan diğer perakende ticaret,2013,581,46.4118419,73.58017991,0.081473441
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4719,Belirli bir mala tahsis edilmemiş mağazalarda yapılan diğer perakende ticaret,2014,451,49.82886297,76.60465662,0.087985556
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4719,Belirli bir mala tahsis edilmemiş mağazalarda yapılan diğer perakende ticaret,2015,786,46.35709698,73.68107113,0.082090777
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4721,Belirli bir mala tahsis edilmiş mağazalardaki meyve ve sebze perakende ticareti,2009,16698,3.406982703,4.357531185,0.000518087
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4721,Belirli bir mala tahsis edilmiş mağazalardaki meyve ve sebze perakende ticareti,2010,16871,3.658272519,4.968109518,0.000612683
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4721,Belirli bir mala tahsis edilmiş mağazalardaki meyve ve sebze perakende ticareti,2011,19943,3.380817756,4.648806913,0.00052501
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4721,Belirli bir mala tahsis edilmiş mağazalardaki meyve ve sebze perakende ticareti,2012,20415,3.138182252,4.132423374,0.000503898
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4721,Belirli bir mala tahsis edilmiş mağazalardaki meyve ve sebze perakende ticareti,2013,19243,3.117044703,4.370376703,0.000629739
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4721,Belirli bir mala tahsis edilmiş mağazalardaki meyve ve sebze perakende ticareti,2014,19552,4.984995919,6.734732131,0.001125654
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4721,Belirli bir mala tahsis edilmiş mağazalardaki meyve ve sebze perakende ticareti,2015,19991,5.04091112,6.582108253,0.001304162
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4722,Belirli bir mala tahsis edilmiş mağazalardaki et ve et ürünlerinin perakende ticareti,2009,18703,1.315652067,2.268136606,0.000355425
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4722,Belirli bir mala tahsis edilmiş mağazalardaki et ve et ürünlerinin perakende ticareti,2010,14211,2.768401663,4.309835891,0.000701507
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4722,Belirli bir mala tahsis edilmiş mağazalardaki et ve et ürünlerinin perakende ticareti,2011,17373,3.07869041,4.614139543,0.000715245
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4722,Belirli bir mala tahsis edilmiş mağazalardaki et ve et ürünlerinin perakende ticareti,2012,17800,2.89549686,4.636652172,0.000682071
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4722,Belirli bir mala tahsis edilmiş mağazalardaki et ve et ürünlerinin perakende ticareti,2013,17888,3.625034273,5.188102702,0.00074874
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4722,Belirli bir mala tahsis edilmiş mağazalardaki et ve et ürünlerinin perakende ticareti,2014,17882,2.89965297,4.836411874,0.000695085
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4722,Belirli bir mala tahsis edilmiş mağazalardaki et ve et ürünlerinin perakende ticareti,2015,17131,3.713930494,6.3958351,0.00109193
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4723,Belirli bir mala tahsis edilmiş mağazalardaki balık. kabuklu hayvanlar ve yumuşakçaların perakende ticareti,2009,3150,11.4082777,13.23711715,0.005300087
"G - Toptan ve perakende ticaret, motorlu kara
       taşıtlarının ve motosikletlerin onarımı",4723,Belirli bir mala tahsis edilmiş mağazalardaki balık. kabuklu hayvanlar ve yumuşakçaların perakende ticareti,2010,2270,25.3228756,33.01306515,0.024119736
